registry_id,hospital_name,state,lga,facility_level,facility_level_option,ownership,ownership_type,bed_count,doctor_count,nurse_count,ambulance_count,has_emergency_unit,has_operating_theatre,has_icu,has_blood_bank,source
18/20/1/1/1/0041,Numbu Bashayi Health Clinic,Kaduna,Sanga,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0036,Nassarawa (Chikun) Primary Health Center,Kaduna,Chikun,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/09/1/1/1/0012,Badarawa Primary Health Center,Kaduna,Kaduna North,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/14/1/1/1/0014,Geshere Primary Health Clinic,Kaduna,Kauru,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/23/1/1/1/0008,Durumi Primary Health Clinic,Kaduna,Zaria,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0027,Kenyi Health Clinic,Kaduna,Kagarko,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/16/1/1/1/0033,Taba Primary Health Center,Kaduna,Kudan,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
14/02/1/2/2/0005,Mother Of Mercy Hospital,Enugu,Awgu,Secondary,Unknown,Private,For Profit,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/07/1/1/1/0001,Amarawa Primary Health Center,Katsina,Dan Musa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/01/1/1/1/0052,Anguwan Haladu Primary Health Center,Kaduna,Birnin Gwari,Primary,Primary Health Center,Public,State Government,13,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/14/1/1/1/0023,Kaibi Health Clinic,Kaduna,Kauru,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/22/1/1/1/0062,Yangal Health Center,Kaduna,Zangon Kataf,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
15/04/1/1/1/0056,Jamari Primary Health Care Center,Gombe,Dukku,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
15/07/1/1/1/0028,Lapandintai Health Post,Gombe,Kaltungo,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
15/04/1/1/1/0015,Gale Primary Health Clinic,Gombe,Dukku,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
15/05/1/1/1/0024,Lariski Primary Health Clinic,Gombe,Funakaye,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/08/1/1/1/0040,Opolo Primary Health Care Center,Bayelsa,Yenagoa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/08/1/1/1/0012,Amarata Primary Health Care Center,Bayelsa,Yenagoa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/02/1/1/1/0019,Letubgene Primary Health Care Center,Bayelsa,Ekeremor,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/07/1/1/1/0044,Ukubie Primary Health Care Center,Bayelsa,Southern Ijaw,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/08/1/1/1/0019,Egbebiri Primary Health Care Center,Bayelsa,Yenagoa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/05/1/1/1/0017,Kolo Primary Health Care Center,Bayelsa,Ogbia,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/05/1/1/1/0026,Oruma Primary Health Care Center,Bayelsa,Ogbia,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/08/1/1/1/0034,Okaka Primary Health Care Center,Bayelsa,Yenagoa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/05/1/1/1/0023,Onuebum Primary Health Care Center,Bayelsa,Ogbia,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/06/1/1/1/0031,Turo Orua Primary Health Care Center,Bayelsa,Sagbama,Primary,Primary Health Center,Public,State Government,13,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/06/1/1/1/0006,Akeddei Primary Health Care Center,Bayelsa,Sagbama,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/03/1/1/1/0002,Igbedi Primary Health Care Center,Bayelsa,Kolokuma/Opokuma,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/02/1/1/1/0017,Isampou Primary Health Care Center,Bayelsa,Ekeremor,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/03/1/2/1/0003,Odi Primary Health Care Center,Bayelsa,Kolokuma/Opokuma,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/02/1/2/1/0007,Tamogbene Cottage Hospital,Bayelsa,Ekeremor,Secondary,Primary Health Center,Public,State Government,47,11,25,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/07/1/1/1/0002,Amassoma Primary Health Care Center,Bayelsa,Southern Ijaw,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/04/1/1/1/0014,Nembe Primary Health Center,Bayelsa,Nembe,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/01/1/1/1/0005,Egweama Primary Health Care Center,Bayelsa,Brass,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/17/1/1/1/0018,Mayori Primary Health Care Center,Yobe,Yusufari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/12/1/1/1/0008,Dagaretikau Health Post,Yobe,Nangere,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/02/1/1/1/0016,Gangawa Health Post,Yobe,Busari,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/16/1/1/1/0036,Garin Gada Primary Health Care Center,Yobe,Yunusari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/04/1/1/1/0020,Garin Ari Primary Health Care Center,Yobe,Fika,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/09/1/1/1/0023,Gauya Health Clinic,Yobe,Jakusko,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/12/1/1/1/0035,Kukuri Primary Health Clinic,Yobe,Nangere,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/15/1/1/1/0015,Lantewa Primary Health Center,Yobe,Tarmuwa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/04/1/1/1/0038,Tobule Health Post,Borno,Bayo,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/02/1/1/1/0032,Lawanti Health Post,Yobe,Busari,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/01/1/1/1/0013,Leprosy Clinic,Yobe,Potiskum,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/14/1/1/1/0008,Bula Health Clinic,Yobe,Potiskum,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
23/16/1/1/2/0100,Rapha Patigi Clinic and Maternity,Kwara,Pategi,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/09/1/1/1/0033,Jakusko Primary Health Center,Yobe,Jakusko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/09/1/1/1/0024,Girgir Primary Health Care Center,Yobe,Jakusko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
28/07/1/1/2/0002,K & B Medical Foundation,Ondo,Akure South,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/13/1/1/1/0010,Garbi Health Clinic,Yobe,Nguru,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/08/1/1/1/0001,Alagarno Health Post,Yobe,Gulani,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/14/1/1/1/0028,Potiskum Central Primary Health Care Center,Yobe,Potiskum,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/09/1/1/1/0021,Gasamu Primary Health Care Center,Yobe,Jakusko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/07/1/1/1/0020,Wagir Primary Health Care Center,Yobe,Gujba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/11/1/1/1/0018,Taganama Primary Health Care Center,Yobe,Machina,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
35/13/1/1/1/0023,Maidashi Health Post,Yobe,Nguru,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/01/1/1/1/0015,Unenyim Igba Health Post,Benue,Ado,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/03/1/1/1/0016,Obishu Health Post,Benue,Agatu,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/03/1/1/2/0015,Odugbeho Primary Health Center,Benue,Agatu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/03/1/1/1/0022,Olegabulu Health Post,Benue,Agatu,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/03/1/1/1/0008,Akwu Primary Health Center,Benue,Agatu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/03/1/1/1/0031,Warri Health Post,Benue,Agatu,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/02/1/1/1/0018,Opaha Primary Health Center,Benue,Apa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/20/1/1/1/0028,Tse Tia Primary Health Center,Benue,Tarka,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/21/1/1/2/0030,Amfani Clinic and Maternity,Katsina,Katsina,Primary,Primary Health Center,Private,For Profit,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/23/1/1/1/0042,Taatihi Primary Health Center,Benue,Vandeikya,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/12/1/1/1/0009,Audu Nkst Health Post,Benue,Logo,Primary,Health Post,Private,Not For Profit,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/09/1/1/2/0002,Achough Primary Health Clinic,Benue,Katsina-Ala,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/06/1/1/1/0061,Abinsi Primary Health Center,Benue,Guma,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/03/1/1/1/0007,Akele Health Post,Benue,Agatu,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/09/1/1/2/0024,Logo Annex Abaji Health Post,Benue,Katsina-Ala,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
07/06/1/1/1/0040,Usen Primary Health Clinic,Benue,Buruku,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/17/1/1/1/0008,Dankwaro Health Post,Katsina,Kafur,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/06/1/1/1/0010,Charanchi Maternity and  Child Health Clinic,Katsina,Charanchi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/22/1/1/1/0032,Tashar Barau Health Clinic,Katsina,Kurfi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/02/1/1/1/0074,Umaru Musa Yar Adua Univesity Centre,Katsina,Batagarawa,Primary,Unknown,Public,State Government,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/18/1/1/1/0002,Ba'Awa Health Clinic,Katsina,Kaita,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/05/1/1/1/0004,Ba'Awa Maternity and Child Health Centre,Katsina,Bindawa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/11/1/1/1/0032,Be'El Health Clinic,Katsina,Dutsi,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/29/1/1/1/0051,Tuge Primary Health Center,Katsina,Musawa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/01/1/1/1/0082,Dan Baushi Health Clinic,Katsina,Bakori,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/26/1/1/1/0023,Jani Comprehensive Health Center,Katsina,Mani,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/19/1/1/1/0052,Almajirawa Health Clinic,Katsina,Kankara,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/27/1/1/1/0035,Mashi Community Health Center,Katsina,Mashi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
