registry_id,hospital_name,state,lga,facility_level,facility_level_option,ownership,ownership_type,bed_count,doctor_count,nurse_count,ambulance_count,has_emergency_unit,has_operating_theatre,has_icu,has_blood_bank,source
18/20/1/1/1/0023,Fadan Nimzo Health Center,Kaduna,Sanga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/14/1/1/1/0032,Kurmin Rizga Health Clinic,Kaduna,Kauru,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0029,Kurmin Goro Health Clinic,Kaduna,Sanga,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0002,Aboro Health Clinic,Kaduna,Sanga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/01/1/1/1/0008,Funtuan Badadi Health Clinic,Kaduna,Birnin Gwari,Primary,Primary Health Clinic,Public,State Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0041,Sabon Gaya Health Clinic,Kaduna,Chikun,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0001,Anguwar Ayaba Health Clinic,Kaduna,Chikun,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/1/1/0063,Tsibiri Health Clinic,Kaduna,Giwa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0007,Bomo Primary Health Care,Kaduna,Sabon Gari,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0006,Chilah Health Clinic,Kaduna,Kagarko,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0001,Akoti Primary Health Center,Kaduna,Kagarko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0010,Gwanda Health Post,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0021,Shika Dam Primary Health Clinic,Kaduna,Sabon Gari,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0056,Bagaldi Health Clinic,Kaduna,Soba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0040,Nasarawan Doya Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0013,Giwaye Health Clinic,Kaduna,Makarfi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0044,Bitaro Primary Health Center,Kaduna,Jaba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0026,Ngari Nok Health Clinic,Kaduna,Jaba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0028,Ramindop Health Clinic,Kaduna,Jaba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/05/1/1/1/0013,Kaza Health Clinic,Kaduna,Ikara,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0022,Kurmin Zomo Health Clinic,Kaduna,Jaba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/02/1/1/1/0016,Amabolou Primary Health Care Center,Bayelsa,Ekeremor,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0018,Hayin Gada Nasaru Health Clinic,Kaduna,Kubau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0001,Kariya Health Clinic,Kaduna,Kubau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/17/1/1/1/0003,Yarkasuwa Health Clinic,Kaduna,Lere,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/1/1/0068,Yakawada Health Clinic,Kaduna,Giwa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0030,Kujama Gari Health Center,Kaduna,Chikun,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0037,Kasuwan Mata Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/28/1/1/1/0039,Jumawa Health Clinic,Katsina,Matazu,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/07/1/1/1/0014,Godogodo Primary Health Center,Kaduna,Jema'A,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/2/0012,Haskiya Primary Health Center,Kaduna,Kubau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/01/1/1/1/0050,Unguwan Danko Health Clinic,Kaduna,Birnin Gwari,Primary,Primary Health Clinic,Public,State Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0008,Chikun Primary Health Center,Kaduna,Chikun,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0039,Mayir Health Clinic,Kaduna,Sanga,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/23/1/1/1/0042,Iyal Kwarbai Primary Health Center,Kaduna,Zaria,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/1/1/0031,Kidandan Primary Health Center,Kaduna,Giwa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/01/1/1/1/0058,Randagi Primary Health Center,Kaduna,Birnin Gwari,Primary,Primary Health Center,Public,State Government,13,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0018,Gwagwada Primary Health Center,Kaduna,Chikun,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/09/1/1/1/0013,Kabala Primary Health Care Center,Kaduna,Kaduna North,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/23/1/1/1/0039,Dambo Primary Health Center,Kaduna,Zaria,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0053,Yakasai Primary Health Center,Kaduna,Soba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0046,Fai Primary Health Center,Kaduna,Jaba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0045,Daddu Primary Health Center,Kaduna,Jaba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0042,Wasa Primary Health Center,Kaduna,Sanga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0034,Damau Primary Health Center,Kaduna,Kubau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0021,Fadan Ayu Health Clinic,Kaduna,Sanga,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0006,Ajangwai Health Clinic,Kaduna,Sanga,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0022,Zabi (Sabon Gari) Primary Health Center,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0022,Dogarawa Health Clinic,Kaduna,Sabon Gari,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0032,Danguzuri Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0030,Mai Yashi Health Clinic,Kaduna,Kubau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/07/1/1/1/0017,Kafanchan Primary Health Center,Kaduna,Jema'A,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/2/1/0001,Gwantu General Hospital,Kaduna,Sanga,Secondary,Primary Health Center,Public,State Government,47,11,25,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/23/1/1/1/0013,Kafin Mardanni Health Clinic,Kaduna,Zaria,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0018,Mahangi Health Clinic,Kaduna,Makarfi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/2/1/0001,Sab Zuro Primary Health Center,Kaduna,Jaba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0036,Gwanki Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/05/1/1/1/0047,Paki Primary Health Center,Kaduna,Ikara,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
30/06/1/1/1/0007,Ashi Comprehensive Health Center,Oyo,Ibadan North,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/22/1/1/1/0021,Gora Gan Health Clinic,Kaduna,Zangon Kataf,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0033,Anchau Primary Health Center,Kaduna,Kubau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/13/1/2/1/0001,Kaura Rural Hospital,Kaduna,Kaura,Secondary,Primary Health Center,Public,State Government,47,11,25,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/23/1/1/1/0047,Gambo Sawaba General Hospital,Kaduna,Zaria,Secondary,General Hospital,Public,State Government,84,22,58,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0022,Hanwa Primary Health Center,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0038,Karreh Primary Health Center,Kaduna,Kubau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/13/1/1/1/0020,Mallagum 2 Maternity and  Child Health Clinic,Kaduna,Kaura,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/01/1/1/1/0054,Kakangi (Birnin Gwari) Primary Health Center,Kaduna,Birnin Gwari,Primary,Primary Health Center,Public,State Government,13,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0031,Kuriga Primary Health Center,Kaduna,Chikun,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/1/1/0030,Kaya Primary Health Center,Kaduna,Giwa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/10/1/1/1/0006,Kabala West Primary Health Center,Kaduna,Kaduna South,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/10/1/1/1/0008,Kagoro Road Health Clinic,Kaduna,Kaduna South,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/2/1/0001,Giwa General Hospital,Kaduna,Giwa,Secondary,Primary Health Center,Public,Local Government,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0012,Hayin Dogo Health Clinic,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0006,Basawa Primary Health Center,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0021,Kagarko Primary Health Center,Kaduna,Kagarko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0019,Sakadadi Model Primary Health Center,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/2/0006,Limi Hospital,Kaduna,Sabon Gari,Primary,Unknown,Private,Unknown,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/12/1/1/1/0016,Rimau Primary Health Center,Kaduna,Kajuru,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/16/1/1/1/0010,Doka Primary Health Center,Kaduna,Kudan,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/12/1/1/1/0013,Kallah Primary Health Center,Kaduna,Kajuru,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0033,Kukui Primary Health Clinic,Kaduna,Kagarko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0038,Makarfi Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0001,Awai Primary Health Center,Kaduna,Soba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0021,Kurmin Jatau Health Clinic,Kaduna,Jaba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0031,Richifa Primary Health Center,Kaduna,Soba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0021,Kwasallo Primary Health Center,Kaduna,Soba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0007,Dinya Health Clinic,Kaduna,Soba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0035,Dutsen Wai Primary Health Center,Kaduna,Kubau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0037,Langa Health Clinic,Kaduna,Sanga,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/07/1/1/1/0005,Atuku Primary Health Center,Kaduna,Jema'A,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0032,Kontagora Health Clinic,Kaduna,Sanga,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/14/1/1/1/0007,Damakasuwa Primary Health Center,Kaduna,Kauru,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0022,Fadan Karshi Health Clinic,Kaduna,Sanga,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/17/1/1/1/0065,Wawan Rafi Health Clinic,Kaduna,Lere,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/17/1/1/1/0076,Dan Alhaji Primary Health Center,Kaduna,Lere,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/01/1/1/1/0065,Unguwar Gajere Health Clinic,Kaduna,Birnin Gwari,Primary,Primary Health Clinic,Public,State Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0022,Kakau Primary Health Center,Kaduna,Chikun,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0040,Kushe Fada Health Clinic,Kaduna,Kagarko,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0039,Mayere Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/1/1/0050,Rafin Gora Health Clinic,Kaduna,Giwa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/16/1/1/1/0027,Mahuta (Kudan) Health Clinic,Kaduna,Kudan,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/03/1/1/1/0018,Gangara (Giwa) Primary Health Center,Kaduna,Giwa,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0028,Kuraye Health Clinic,Kaduna,Kubau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/2/0010,Gwantu Maternity Clinic,Kaduna,Sanga,Primary,Health Post,Private,For Profit,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0001,Aban Health Clinic,Kaduna,Sanga,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0003,Anguwar Jaba Primary Health Center,Kaduna,Sabon Gari,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
06/01/1/1/1/0018,Opu Okumbiri Primary Health Care Center,Bayelsa,Brass,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/14/1/1/1/0041,Unguwan Noma Health Clinic,Kaduna,Kauru,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/16/1/1/1/0019,Kauran Wali Model Primary Health Center,Kaduna,Kudan,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/06/1/1/1/0048,Nok Primary Health Center,Kaduna,Jaba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0018,Jere Primary Health Center,Kaduna,Kagarko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/20/1/1/1/0027,Gwantu Primary Health Center,Kaduna,Sanga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/14/1/1/1/0035,Maji Dadi Health Clinic,Kaduna,Kauru,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
10/02/1/1/2/0007,Mother Of Mercy Hospital,Delta,Aniocha South,Secondary,Primary Health Center,Private,For Profit,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/22/1/1/1/0063,Zabrang Clinic and Maternity,Kaduna,Zangon Kataf,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/07/1/1/2/0019,Kowa Godogodo Medical Center,Kaduna,Jema'A,Primary,Primary Health Center,Private,For Profit,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/21/1/1/1/0012,Katsina Government House Clinic,Katsina,Katsina,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0029,Tudun Wada Gubuchi Health Clinic,Kaduna,Makarfi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/21/1/1/1/0004,Dan Isah Health Clinic,Kaduna,Soba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/23/1/1/1/0047,Zaria Clinic and Medical Centre Tudun Wada,Kaduna,Zaria,Secondary,Unknown,Private,For Profit,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/22/1/1/1/0016,Farman Dutse Health Clinic,Kaduna,Zangon Kataf,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/16/1/1/1/0017,Jaja Health Clinic,Kaduna,Kudan,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/15/1/1/1/0009,Dankande Health Clinic,Kaduna,Kubau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
20/08/1/1/1/0003,Dandarau Health Clinic,Katsina,Dandume,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/19/1/1/1/0011,Hayin Ojo Primary Health Clinic,Kaduna,Sabon Gari,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0050,Rafin Kimba Health Clinic,Kaduna,Kagarko,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/17/1/1/1/0049,Dokan Dan Bala Health Clinic,Kaduna,Lere,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/2/0002,Adonai Raphe Medical Center,Kaduna,Chikun,Primary,Primary Health Center,Private,For Profit,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/16/1/1/1/0001,Bagaddi Health Clinic,Kaduna,Kudan,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/11/1/1/1/0031,Kubacha Primary Health Center,Kaduna,Kagarko,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/17/1/1/1/0047,Anguwar Sarki Health Clinic,Kaduna,Lere,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0031,Dandamisa Primary Health Center,Kaduna,Makarfi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/02/1/1/1/0037,Rido Health Clinic,Kaduna,Chikun,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/05/1/1/1/0036,Unguwan Liman Health Clinic,Kaduna,Ikara,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/22/1/1/1/0024,Jankasa Health Clinic,Kaduna,Zangon Kataf,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
18/18/1/1/1/0021,Rahama (Makarfi) Health Clinic,Kaduna,Makarfi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
